Yorum,Puan,Tarih,Yıl,Ay
Bu uygulama hayatımda gördüğüm en saçma hatayı veriyor arkadaşlarını davet et Kazan diyor davet etmek için kod istiyorum hata verip uygulamadan atıyor madem hediye vermeyeceksiniz kampanya yapmayın,1,2024-12-24 13:37:18,2024,12
Kart ekleme güzel,5,2024-12-24 11:06:26,2024,12
Güzel,5,2024-12-24 08:50:54,2024,12
Şifremi unutum ve defalarca denememe rağmen giriş sağlanmıyor yardımcı olurmusunuz,1,2024-12-24 07:15:57,2024,12
Uygulama berbat bişey iki saatir giriş yapamıyorum arayın diyince arama olmuyor,1,2024-12-23 20:43:40,2024,12
Daha iyi olabilir,4,2024-12-23 18:40:30,2024,12
Özellikle karta aktarılabilen bakiye çok güzel olmuş ellerinize sağlık,5,2024-12-23 18:20:01,2024,12
Market alışverişlerde %20 iade dediler o kadar reklam yaptılar kaldırmışlar. Resmen milleti enayi yerine koyuyorlar. Aynen böyle devam turkcell harika güven veriyorsun 👍👏,1,2024-12-23 15:07:48,2024,12
Kredi kartı borcumu ödemeye çalışıyorum 9 ile 17 saatleri arasında diye bir hata veriyor ama saat 13 ? Hiçbir şekilde Hiçbir işimi görmeyen işe yaramaz boş bir uygulamadan ibaret,1,2024-12-23 13:13:50,2024,12
1-Telefon numarasini degistiremiyoursunuz 2-Kredi kartından yüklemeleri başka hesaba tranfer edemiyor yada nakit cekemiyorsunuz. Bu önemli mevzuyu Uygulamada SSS da bilerek yazmamışlar !!,1,2024-12-23 12:02:23,2024,12
Paycell kart limitimi arttırmak için Turkcell şubesine gittim biz bakmıyoruz deyip ilgilenmediler. Halbuki paycell limit artırmak için kimlik teyit ederek tüm Turkcell bayilerinden yapılacağını söylüyor web siteniz,1,2024-12-22 19:54:52,2024,12
Davet koduna basınca çıkıyor uygulanmadan,1,2024-12-22 12:31:37,2024,12
Uygulamada bir hata var arkadaşını davet et dediğimizde uygulamadan atıyor bu sorunun acil yapılması lazım,1,2024-12-22 07:16:02,2024,12
2 gündür limitim olduğu halde karta yükleme yapmıyor müşteri hız çok deneyimsiz sorunu çözemediler Kullanımı keyifsiz tavsiye etmem çözüm odaklı değil yanlışsa bana ulaşabilirsiniz telim kayıtlı,1,2024-12-22 01:10:33,2024,12
Rezalet bir uygulama eski paycell yok artık uygulamayi bitirdiniz,1,2024-12-22 00:44:23,2024,12
Kaç seferdir deniyorum sms gelmiyor bide 12 saatte bir deneme Hakkı vermişsiniz,1,2024-12-22 00:35:58,2024,12
Çok güzel uygulama,5,2024-12-22 00:01:41,2024,12
çok iyi bir uygulama tavsiye ederim,5,2024-12-21 21:12:06,2024,12
Ben böyle rezil kötü bir uygulama görmedim şifremi unuttum yeni şifre almak için şifremi unuttum kısmına basıp şifre almak istiyorum hesabınız blokelenmiştir diyor çağrı merkezini arıyorum uygulama giriş şifrenizi yazın diyor ben bilsem şifremi burda ne işim var ne kadar rezalet bir uygulama,1,2024-12-21 14:11:15,2024,12
Yukarda görünsün diye 5 yıldız verdim şifremi unuttum şifreyi yenileyemiyorum şifre değiştirmek çok zor yardımcı olursanız sevinirim,5,2024-12-21 11:27:52,2024,12
Paycell limitim gözükmüyor yardımcı olurmusunuz,5,2024-12-21 00:28:27,2024,12
rezalet. kendi kendi uygulamadan atmalar. sürekli hata vermeler. sinir harbi başka birşey degil,1,2024-12-21 00:19:35,2024,12
Siz bu uygulamayı bizi kanser etmek için mi kullanıyorsunuz? Bu da kesin dış güçlerin işi ( sinir krizine bağlı kahkaha krizi geçiriyorum.) Bu şekilde bizi sinir krizinden öldürmek daha kolay sanırım. Müşteri temsilcileriniz yok mu sizin?? Küfür hakaret ve kendimi tatmin edebileceğim şeyler yazmak istiyorum. İşinizi doğru yapın!!! Yapmıyorsanız bırakın bu işi doğru dürüst yapabilecek kurumlar yapsın. Benim sorunumu çözün!!!,1,2024-12-20 23:04:22,2024,12
Paysel şifremi yenilemek için niye illa arama yapmamız lazım paketim yok ve şifremi yenileyemiyorum bu ne saçmalık ya,1,2024-12-20 22:52:05,2024,12
Mükemmel,5,2024-12-20 21:48:37,2024,12
Fatura yansıtılması bir kulaklık aldık 2 senedir öde öde bitmiyor birde paycell aracılık ücreti adı altında 3 lira ile başlayıp 11 TL yukseltilen insanları mağdur etmekten başka bir faydası olmayan bir uygulama bu arada 300 TL bir kulaklık bize 2500 TL maal oldu.insanlari aldatmayı birakin,1,2024-12-20 20:44:26,2024,12
"Müşteri Hizmetlerini arıyorum 10 dakikaya yakın Bekletiyorlar,bir türlü iletişime geçemiyorum ilgilenmiyorlar",1,2024-12-20 20:39:10,2024,12
"Kötü, şifre unutmalarda paycell çağrı merkezine yönlendiriyor. Çağrı merkezlerine ulaşmak zaten güç neden alternatif yöntemler yok.",1,2024-12-20 16:22:21,2024,12
çok kötü uygulama hiç bir islem yapılamıyor düzeltmek için en ufak çabada yok,1,2024-12-20 11:51:07,2024,12
Bu nasıl bir uygulama bir telefon numarası ile açılan hesap sağı solu ara anca geri kapatabiliyorsun birde aylık 4 TL yakin boşu boşuna hesap aidatı kesiyor,1,2024-12-20 07:33:44,2024,12
Çok yavaş fatura ödemeleri onay kodunu giriyorsun ekran gelmiyor bir daha,1,2024-12-19 20:18:58,2024,12
Mükemmel ötesi,5,2024-12-19 20:05:52,2024,12
"Garanti flexi kartı Paycell hesabıma ekleyemiyorum, sorun kartta değil sorun tamamen sizden kaynaklı. Aynı kart'ı papara hesabıma ekleyip para talep edebiliyorum, birde sıkılmadan utanmadan şaka gibi yapmadığınız işlem için bir kuruş kesiyorsunuz",1,2024-12-19 17:03:40,2024,12
İyi,5,2024-12-19 16:13:06,2024,12
Üstte görünmesini istediğim için 5 yıldız verdim ama asa hakettiği düşünmüyorum paycell uygulamasına giriş yapamıyorum şifremi unuttum çagir merkezini arıyorum yine olmuyor👎🏻,5,2024-12-19 15:01:48,2024,12
Çokkkk kötüüüüü,1,2024-12-19 14:03:57,2024,12
RAFlOLLAH,5,2024-12-19 05:39:46,2024,12
😃😃😃😃😃,5,2024-12-18 12:28:13,2024,12
e posta istiyor e postamı giriyorum olmuyor geçerli bir e posta girin diyor,1,2024-12-18 09:54:29,2024,12
Dalga geçiyorlar resmen. Kredi başvurunuz kapsamında işleminiz kontrol edilmektedir. Kontrol işlemi başarılı şekilde ilerledikten sonra kredi başvuru işleminizi tekrar deneyebilirsiniz.,1,2024-12-18 05:01:46,2024,12
Arkadaşlar şifreyi unutmayın.kurtarma kodu ve soruyu hatırlamıyorum 532 yardımcı olamadı. Paycell hattı ise işlem yapmak için şifre istedi. Sakın puan ve GB lere aldanıp işlem yapmayın,1,2024-12-17 20:18:24,2024,12
Maili doğrulama noktasında bir sıkıntı yaşıyorum devam et butonunun altındaki kutucuğa tıklayamıyorum,1,2024-12-17 19:55:04,2024,12
Silin kurtulun,1,2024-12-17 13:19:00,2024,12
Bazan çok canımı sıkan işlemler oluyor,1,2024-12-17 12:27:47,2024,12
bu uygulamadan bişey olmaz hep bir sorun hep bir sıkıntı uygulamaya giriş bile o kadar yavaş ki kasada ödeme yapacaz bekle dur iki saat bugün müşteri hizmetlerini aradım 10 dakika da bağlandım şaka gibi😡,1,2024-12-17 00:09:52,2024,12
uygulamadan hesabı açtım kartını aldım 30tlye ama hesaba eklenmiyor hata veriyor,3,2024-12-16 22:49:31,2024,12
Yukarıda gözüksün diye 5 yıldız verdim kartını da almayan uygulamayı da indirmeyin gidin papara alın bunun yüzüne 100 TL'nin çöpe gitti kimlikte doğrulamıyor hiçbir şeyde yapmıyor indirmeyin de almayın da,5,2024-12-16 18:35:09,2024,12
Efso,5,2024-12-16 16:29:12,2024,12
İyi,5,2024-12-16 15:25:52,2024,12
Kesinlikle boş bir uygulama,5,2024-12-16 13:08:15,2024,12
Uygulamaya girilmiyor,1,2024-12-16 12:30:33,2024,12
Arkadas davet et kismina basinca uygulamadan atıyor,1,2024-12-15 13:55:22,2024,12
0 hesap açtım ve bana ait olamayn bir kart bağlı görünüyor ve uygulama içerisinden silinmiyor,1,2024-12-15 13:39:49,2024,12
paycell yüklemeye çalışıyorum ama telefonunuza uygun değil diyor neden,1,2024-12-15 12:39:55,2024,12
Paycell cüzdanı kullanmak istemiyorum zorla reklam sürüyor.,1,2024-12-14 21:26:10,2024,12
Harika,5,2024-12-14 16:42:52,2024,12
Puanlarımı kullanmamama rağmen kendi kendine gidiyor çok saçma ya bu konuda birşey yapın lütfen,1,2024-12-14 15:44:27,2024,12
paye yemek kartım konumumu bulamıyor. beni istanbulda olarak algılıyor. lütfen bu durumu düzeltebilir misiniz?,2,2024-12-14 15:36:09,2024,12
Benpayselli değilim bu aylık ücreti nasıl kesiyorsunuz bu229 TL yi iptal edin benim payselle işim olmaz.,1,2024-12-14 13:20:43,2024,12
Yatım saattir doğru bilgileri gimeme ramen girmiyor.Bu hatayı düzeltseniz iyi olur.,1,2024-12-14 13:10:04,2024,12
Kampanyaya katılıp gerekli alımı yaptığım halde hediye puanlar hesabıma geçmiyor,1,2024-12-14 12:02:23,2024,12
İgrenc,1,2024-12-14 11:21:02,2024,12
Yapılan her uygulama hata dolu kullanışsız ve rahatsız edici giriş yapıyorum her şey tamam ancak ana sayfada her hangi bir yere dokunduğum anda beni tekrar giriş ekranına atıyor 1 gündür aynı hata düzelmesi için her yeri aradım ama müşteri hizmetleri bile bu uygulama kadar boş bir hizmet veriyor,1,2024-12-14 10:18:52,2024,12
Güzel Dürüst bir yer,5,2024-12-13 17:07:49,2024,12
İyi,5,2024-12-13 15:15:07,2024,12
paycelli indiriyorum numara giriyorum doğrulama kodu geliyor giriyorum kodu kabul etmiyor,1,2024-12-13 09:20:54,2024,12
Kimlik doğrulama işleminde kameraya bağlanmıyor. Yüzümü okutamadığum için kendi paramı çekemiyorum. Çok kötü uygulama,1,2024-12-12 15:09:22,2024,12
Kesinlikle habire limiti astiniz deyip duruyor ve limiti ayarlamasaydim 1500 TL her ay cepten yicekti ama şimdide msjla habire uyarı qeliyor iptalde edemiyorm kesinlikle çok saçma bişey ve iptalini istiorm bu neyse,5,2024-12-11 22:06:58,2024,12
"Doğrulama yapmak imkansız, şifre alamıyoruz para vekemiyoruz, Turkcell iletişim merkezine gidin diyolar, ordakilerde sizi insan yerine koyup cevap bile vermiyor, başlarından göndermek için biz yapamıyoruz deyip geçiştiriyor, mail atiyoruz, mantıklı dönüş yok, sakın bulaşmayın",1,2024-12-11 21:49:50,2024,12
Hesap doğrulamada Kamera Hatası var Kamerayı Sabit tut İhlali geliyor Telefonu bir tiripota sabitliyorum Aynı hata tekrardan Çıkıyor Dolandırıcılık yapmayın!!!,1,2024-12-11 18:31:27,2024,12
Lütfen hesaptan kartta para aktarırken alınan işlem ücreti azaltılsın,1,2024-12-11 10:35:21,2024,12
Bulaşmayın. Türk usulü tikiyor,1,2024-12-11 06:10:25,2024,12
Paketler çok eksik .... ...,3,2024-12-10 14:50:12,2024,12
Uygulamayı indiremiyorum bekliyor diyor sürekli,1,2024-12-10 14:39:00,2024,12
Heryerde reklam yapıyorsunuz ' ama daha ödeme aşamasında hata veren programınız var. Nasıl güvenelim .. salak saçma boş bugg dolu bir uygulama,1,2024-12-09 23:12:30,2024,12
Uygulamayla yanlışlıkla ürün alınca iptali olmuyor,1,2024-12-09 18:34:19,2024,12
Tsk gayet memnun kakdim,1,2024-12-08 23:12:02,2024,12
z a,3,2024-12-08 13:53:42,2024,12
yok yaa seni seviyorum paycel,5,2024-12-07 15:31:22,2024,12
Yeni kullanıcıyım hiç bir şifreyi kabul etmiyor hesap donduruldu diyor nasıl şifreyi kabul eder burası,1,2024-12-07 15:20:42,2024,12
Parsel kart şifremi unuttum şifremi unuttum butonu yok uygulama kilit yani seçenek eklenmemiş ben şimdi kart şifremi unuttum nasıl giricem bi çözüm söylermisiniz.,1,2024-12-06 22:25:58,2024,12
Kendi adıma 3 tane ayrı numara üzerinden paycel kartım var sorun yaşandığında müşteri hizmetlerine kesinlikle baglanılamıyor,1,2024-12-06 19:13:20,2024,12
Kimlik doğrulama olmuyor kamerası çalışmıyor beyaz ekran gösteriyor,1,2024-12-05 22:23:38,2024,12
Artık düzeltin şunu para yüklemek istediğimde sistemsel bir hata yüzünden yükleme yapılamadı diyor,1,2024-12-05 15:18:34,2024,12
Faturaya yansıtın ücretli olması komedi.Verginin vergisi gibi birşey olmuş bu.,1,2024-12-05 00:58:17,2024,12
Guzel,5,2024-12-04 21:40:22,2024,12
Tavsiye ederim 😉,5,2024-12-04 19:49:50,2024,12
Keşke daha düşük yıldız verilebilse.,1,2024-12-04 11:30:24,2024,12
"Şifreni yeniletmek zorunda kal, şifreni yenilesin. Giriş yapmayı dene, şifreni yenilemelisin. Şifreni yenilemeyi denersin, şifreyi 1 gün içinde yeniden yenilemeyezsin der ve uygulamaya giremezsin.",1,2024-12-03 23:14:58,2024,12
Turkcell in yaptığı bir uygulamadan ne beklenebilir ki? Asla yükleyip başınızı ağrıtmayın,1,2024-12-03 22:21:38,2024,12
arkadaşını davet et çalışmıyor acil güncelleme lazım,1,2024-12-03 15:03:54,2024,12
Rezalet ötesi amaçsız ve kullanışsız bir uygulama turkcellden başka bir şey beklenmezdi zaten keşke bunu yapmaya emek harcamasaydınız para çekip duruyor karttan ama faturam ödenmiyor,1,2024-12-03 12:37:12,2024,12
Çok güzel ve harika bir uygulama,5,2024-12-03 06:40:11,2024,12
"Sakın indirmeyin..sakın..herşeye fazladan ücret kesiliyor..cüzdanında belli bir miktar para var,bunu alıp kredi kartına yüklüyorsun,ücretli..yani sağ cebinden para alıp sol cebine koyuyorsun,bir bakmişsın paran eksilmiş..internetten alışveriş yapıyorsun,fazladan kesinti oluyor..n11 alışveriş ücreti diye bir şey uydurmuşlar..bu arada faturana yansıt diyerek turkcell faturasi ile borç ödemeyi seçerseniz o da ücretli.kredi kartını da iptal edemiyorsun..elinizi verip kolunuzu kaptirmayin benim gibi.",1,2024-12-02 11:27:50,2024,12
"Bir türlü giriş sağlayamadım, telefonla ulaşmak imkansız,mailede dönmüyorlar.Çok gizemliler...",1,2024-12-02 06:49:33,2024,12
Nasıl lanetli bir şey ya vallahi 1 defa şifre girdik onayladı. Sonra lanet olsun 50 defa tekrar tekrar şifre yenileme diyor bu duzteceltecek. Cevap. Verecek müşteri hizmetleri ilgilenmiyor. Ya,1,2024-12-02 00:23:23,2024,12
Uygulamaya giriş yapmak istediğimde oturumunu sonlanmıştır diyor giriş yapamıyorum,1,2024-11-30 19:10:34,2024,11
Ne kadar kötü bi uygulama. Salla topla yapamıyoz. Sallayınca hicbisey olmuyo,1,2024-11-30 18:39:06,2024,11
Uygulama ya girince 2.750 bin para veriyor bunu harcaya biliyor muyuz,5,2024-11-30 17:16:30,2024,11
Bı türlü üye olamıyorum bu yüzden 1 puan,1,2024-11-30 13:38:17,2024,11
Hesabımı doğlumada hata veriyor müşteri hizmetleri ilgilenmiyor sorun düzeltilmedi bu kadar zor olmamalı bir hesabı doğrulama uygulama hesabımı doğrulamassa kapatacağım hiç bir işi yaramaz bir uygulama,1,2024-11-30 13:28:01,2024,11
Yukarıda görünsün diye 5 yıldız. Uygulamaya giriş yapamıyorum şifremi felan unuttum şifre yenileme linkide birtürlü gelmedi,5,2024-11-30 13:00:59,2024,11
Karmaşık anlamsız,1,2024-11-29 23:56:57,2024,11
Kullanıyorum. Memnunum,5,2024-11-29 14:19:36,2024,11
Şifre yenileme asla yapılmıyor şifremi unuttum diyorsun telefona SMS gelmiyor mahvetmisler uygulamayı sakın indirmeyin beş para etmiyor asla işlem yapmıyorsunuz yazık,1,2024-11-29 09:00:26,2024,11
Uzaydan selam ✋👽,5,2024-11-29 06:36:38,2024,11
Gereksiz uygulama,1,2024-11-29 05:53:25,2024,11
Güzel ama yüklü transferlerde bloke yiyor,4,2024-11-29 00:43:37,2024,11
Giris yapilmiyo kod gonderiyo yaziyosun cagri merkezini ara diyo gereksiz uygulama benim gozumde vercegi internetten baska degeri yok zaten ne aricam kartta 5 10 lira vardi her ay cekip cekip bitiriyo,1,2024-11-28 23:23:40,2024,11
Çok kötü,3,2024-11-28 19:41:08,2024,11
Resmen soygun benim haberim olmadan benim faturam ek 229 tl benim faturayı eklediler,1,2024-11-28 14:26:28,2024,11
Yüksek puan veriyorum ki birileri görsün ve sorunuma çözüm bulsun. Faturama paycell ücreti olarak 200 TL yansıtılmış. Payceele girmek istiyorum. Giremiyorum. Uygulamayı guncellerken nasıl berbat etmişsiniz. Lütfen sorunuma çözüm bulun.. giriş yapamıyorum hiçbir şekilde..,5,2024-11-28 08:39:47,2024,11
Güzel,5,2024-11-28 00:07:54,2024,11
Telefonumda paycell uygulaması güvenlik nedeniyle sonlandırılmıştır diyor yıllardır kullanıyordum şimdi neden öyle birşey oldu yardımcı olurmusunuz,5,2024-11-27 21:39:28,2024,11
Müşteri hizmetleri çok uğraştiyor iki saattir yardımcı olacağız diyip bekletiyorlar ben şikayetçiyim,1,2024-11-27 19:07:23,2024,11
Hesabıma kayıtlı kredi kartıyla paycell'e para gönderemiyorum bunu yaşadığım tek dijital cüzdan (Dijital bankacılık) uygulaması bu,1,2024-11-27 17:44:51,2024,11
Sms onay kodu bile gönderemiyor. Berbat,1,2024-11-27 10:00:11,2024,11
sahtekaroğlu sahtekarlar allah belanızı versin saatlerdir selfi onaylayacak bütün bilgileri alıyorlar parada yatırdım daha çekemedim geri,1,2024-11-26 21:25:47,2024,11
İçerde ki parayı kurtarana kadar canım çıktı. Para yatırıyorum kendi parami kesiyor. Fatura ödüyorum korkunç rakamlar kesiyor. Ben kurtardım sizde bir an önce kurtulun. Tam dolandırıcısin Turkcell. Bir daha yanından bile geçmeyeceğim,1,2024-11-26 18:20:19,2024,11
Çok kötü bir uygulama boş yere para yiyor ödemek zorunda kalıyorsun,1,2024-11-26 15:37:20,2024,11
Paycell hesabımı sildigim halde para kesiyor 350 TL olan fatura 850 gelmis,1,2024-11-26 10:11:06,2024,11
Emtia alışı çok kolay ama satmak istiyorsanız paycellin keyfini beklemeniz gerekiyor işleminizi gerçekleştiremiyoruz diye hata veriyor ne sebebi yazıyor nede nasıl düzeleceği.,1,2024-11-25 22:27:03,2024,11
Çok güzel,5,2024-11-25 20:21:43,2024,11
"sakın googleplayden alışverişi bununla yapmayın. 41TL'lik ürün aldım, 29.90TL ""Paycell fatura yansıtma ücreti"" diye bir para kestiler. Nitelikli dolandırıcılıkta son nokta. Tavsiye etmem.",1,2024-11-25 16:21:12,2024,11
Para gönderemiyorum hata veriyor,1,2024-11-25 15:28:57,2024,11
Neden reklamınız zırt bırt her yerde çıkıyor telefonumu kullanmaya dahi müsadeniz yok heryerden çıkıyor şuan yorumu yaparken bile araya reklamınız giriyor dava açıcam yönetici,1,2024-11-25 15:21:07,2024,11
Ya arkadaş yanlış para gönderdik tlf numarasının başına 9 koymadığım için para yok oldu orta da 3 iş günü iade dediniz olmadı yok dekont yok bilmem ne iki hafta oldu hala iade bekliyoruz,1,2024-11-25 13:56:52,2024,11
Hesap açabilmem için gerekli olan 4 haneli kod bi türlü gelmedi henüz hesabımı açamadım,4,2024-11-25 12:18:40,2024,11
Kimilik dogurlamsi yapamıyorum nfc olmadı icin,5,2024-11-25 03:42:34,2024,11
Paycel pişmanliktir adam akıllı uygulamaya giremezssiniz sürekli bilgilerinize ulaşamıyoruz diye oyalayip dururlar bide okadar faizciler ki bankalar bunlardan bin kat iyi türkcel zaten pişmanlık paycel dahada pismanlik,5,2024-11-25 00:14:10,2024,11
Yukarı da gözüksün diye 5 yıldız verdim uygulamayı 2 yıl önce indirmiştim uygulama o zamanlar bana hep borç kitlerdi uygulamayı o zaman dan beridir kullanmamayı tercih ettim..,5,2024-11-24 21:35:01,2024,11
LÜTFEN PARA KESMEYİNİZ,5,2024-11-24 20:44:43,2024,11
Faturana yansıt oluyor dimi spotifydan premium alacağïm,3,2024-11-24 19:39:44,2024,11
Kötü,1,2024-11-24 19:35:52,2024,11
Turkcell e bağlan hayatta,4,2024-11-24 18:33:17,2024,11
Seviyorum,5,2024-11-24 17:43:44,2024,11
Çok iyi banka fakat işlem ücreti fazla alıyor onun dışında çok iyi tavsiye edilir,4,2024-11-24 15:16:32,2024,11
Çok güzel bir uygulama,5,2024-11-24 01:00:29,2024,11
"Bildiğin kaz yolma işlemi yapılıyor, tavsiye etmiyorum hiç kimseye 0 puan.",1,2024-11-23 22:01:44,2024,11
Normalde diğer bankalarda bir hesaba para iadesi 2-3 güne yatarken bu kart için 14 gün içinde yatma durumu var. Kampanyalardan bir şey kazanacağızı düşünerek indirmeyin onu da yapmıyorlar denendi görüldü. Yorumların altına yardımcı olalım yazıyorlar ondada üç günde bir şikayetinizin değerlendirilmesi devam ediyor diyip eğleniyorlar.,5,2024-11-23 22:01:28,2024,11
