Yorum,Puan,Tarih,Yıl,Ay
Aldığım oyunu iade etmiştim kartın satın alma geçmişinde iade ettiğim oyunun parası gözüküyor ama kart bakiyesinde gözükmüyor bu sorunun çözülmesini istiyorum,1,2024-06-25 11:31:46,2024,6
Uygulama hiç güzel değil yüklendiğinden beri daha bir kere bile olsun iki yüz puan vermedi full yüz puan veriyor yüz puan ile de hiç birşey gelmiyor bu kadar da olmaz 😤,1,2024-06-25 11:12:32,2024,6
Odemelerdeki yeni kredi kartı odeme seçeneği çalışmıyor,3,2024-06-25 10:22:49,2024,6
Iyi,5,2024-06-24 22:35:29,2024,6
ödeme yapamadım paramıda geri alamıyorum müşteri temsilcisiyle görüşemiyorum vs Türkcell şubeme gittim bizimle alakalı deyil yanıtını aldım ve bir yıldız sadece görüntü olsun diye verdim paramı geri istiyorum muhatap yok bu bir dolandırıcılık,1,2024-06-24 21:36:20,2024,6
"şuan dolandırılmış gibi hissediyorum. anlatayım. müşteri temsilcisine sordum hesabımda 2400 TL görünüyor neyin nesi, hesaba aktarıp telefon faturanızı ödeyebilirsinizsadece %9 komisyon alır dedi. aktardım turkcel hesabimdaki borç 600 Ken 3000 oldu. tekrar aradım siz kredi çekmiş oldunuz söylemedi mi size önceki kişi dedi. yani adamlar öyle bir sistem kurmuş ki bir müşteri temsilcisinin yanlış söyleminin bedelini ben mi ödeyeceğim. kesinlikle uzak durun. KESİNLİKLE!!!",1,2024-06-24 20:01:41,2024,6
Şerefsiz bunlar işleri milleti soymak asla bir daha bu mikrop uygulamayı kullanmam sildim artık,1,2024-06-24 13:40:34,2024,6
"Hiç güzel ödüller yok,her hafta 100-300 puan veriyonuz ztn Turkcell tam bı kazık operatörü",2,2024-06-24 12:22:44,2024,6
Ya benim puanım olmasına rağmen kullanamıyorum aylık maksmuma ulaştı diyor bu ne ya sadece birinden aldım ama puanım yettiği halde diğerlerinden alamıyorum iyice bozdunuz uygulamayı,1,2024-06-23 22:12:51,2024,6
Parayı yüklerken kimlik doğrulama istemiyor ama çekerken istiyor Kimlik doğrulama çalışmıyor Turkcell mağazalarına gidiyorum kimlik doğrulama için bizde bu hizmet yok diyorlar bu nasıl iş ya Kaç aydır ne yaptıysam olmadı saçma sapan uygulama kimlik doğrulama dan para atmayın cekemiyorsunuz sonra,1,2024-06-23 14:39:40,2024,6
Üstte gözüksün diye 5 yıldız verdim Kesinlikle indirmeyin paranızı çekene kadar insanı kanser ediyor sildim bidaha da paysellin p siyle işim olmaz dolandırıcılar sizi,5,2024-06-23 10:16:18,2024,6
.o,5,2024-06-23 00:19:34,2024,6
"Çok azaldı kampanyalar, uzak durun",1,2024-06-22 23:57:52,2024,6
Kart ekleme işlemini yapamıyorum önceden böyle deyildi nasıl yapa bilirim,5,2024-06-22 22:16:20,2024,6
Musteri hizmetlerine baglanirken asistan sifre istiyir bende sifre yok iki aydir eski telefon uzerinden apple store para kesiyorlar telefon bozuldu acilmiyir iptal edemiyirum,5,2024-06-22 16:32:52,2024,6
"Uygulamayı kazayla yükledim. Ardından sildim. Faturama 80 küsur ödeme yansıdı. Yükleme hatası tarafıma ait deyip itiraz etmedim. Tekrar benzer bir sorun yaşanmaması için Turkcell yetkililerini aradım. Biz ilgilenmiyoruz, sizi paycell yönlendirelim dediler. Sonra paycell müşteri hizmetlerini aradım. Paralo almadan işlem yapmıyorlar. Önce parola alıp aktif etmem gerekiyormuş. Aktif değilse benden neden ücret aldınız. Aktifse neden iptal etmiyorsunuz. Zaten bence gereksiz bir uygulama.",1,2024-06-22 16:22:35,2024,6
Kullanıcı arayüzü aşırı kötü. Ek olarak kredi kartı borcu ödeme ekranında ilerletmiyor. İki farklı cihazdan denendi uygulamadan atıyor,1,2024-06-22 15:49:37,2024,6
Ne e-posta geliyor şifre yenileme ne müşteri hizmetleri yardımcı oluyor 2 haftadır acamadi,1,2024-06-21 14:17:36,2024,6
Şifre yenile diyor e_posta adresine kod gelmiyor,1,2024-06-21 02:56:38,2024,6
Gıris yapamiyorum telefon root falan diyo yardim,1,2024-06-20 19:50:34,2024,6
Güzel uygulama,5,2024-06-20 18:48:04,2024,6
Hayatımda gördüğüm en kötü uygulama bulsalar uygulama giriş ücreti alacaklar Turkcell den telefon alıyorum paycell aracılık ücreti alıyor uygulamasını bile kullanmıyorum benden ücret alıyor ş...,1,2024-06-19 14:35:40,2024,6
Almayın aldırmayın,1,2024-06-19 13:18:26,2024,6
10 tllik 1gb geri getirin pls 😔,2,2024-06-19 13:18:23,2024,6
1000 tl ye kadar iade ediliyor diye yazıyorlar sonra onay verilirse diyorlar kullanmadığım parayı faturama yansıtıyorlar kesinlikle pişmanlık dava acıcam,1,2024-06-19 11:00:47,2024,6
Kartı ekledim sonra hesabım otomatik kapandı ve açılmıyor yardımcı olurmusunuz,1,2024-06-18 20:51:18,2024,6
Puan hesaba 1 saat sonra geçiyor bide durdukyere puanım gidiyor,1,2024-06-18 18:31:13,2024,6
Günde 10 defa aynı SMS i atiyorlar 4 aydir sikecem hergun smslerinizi silmekten bıktım atmayin artik yeter amk zaten kullanmiyoz,1,2024-06-18 02:56:19,2024,6
.. .,1,2024-06-18 02:32:29,2024,6
Çok kötü geçen bir Suriyelide gördüm indireyim dedim adamların neden indirdiği belli oldu gidip nargile gibi yerlerde para harcıyınca puan veriyor gerçekten çok berbat,1,2024-06-17 23:48:13,2024,6
Herşeyiyle 0 boşuna yükleyip uğraşmayın,1,2024-06-17 23:24:01,2024,6
Düzeldi biraz,5,2024-06-17 12:53:43,2024,6
Hesabım dondurlduğu için giremiyorum lütfen yardım edin,5,2024-06-17 12:43:38,2024,6
Beş para etmez,1,2024-06-16 22:18:39,2024,6
Cooooooook iyi,5,2024-06-16 20:17:30,2024,6
"Bu ne rezalet şifremi unuttuma tıklıyorum gelen linke tıklayınca şifre değiştirmek için benden unuttuğum şifreyi istiyor! Numaradan arayınca parola belirleden parola da alamıyorsunuz. unuttuğunuz parolayı istiyor.(Temsilci öyle yapın dese bile) Paycell ekibine kayıp çalıntı ihbarı dışında asla ulaşamıyorsunuz ve onlar da bu konuda yardımcı olamıyor. Paycell pişmanlıktır!(Dolayısıyla Turkcell de öyle, başka yerde mobil ödeme yapabilecekken Turkcell'liyseniz yapamazsınız)",1,2024-06-16 19:05:48,2024,6
Uygun hem haladygym ürünler satın almak için,5,2024-06-16 15:35:15,2024,6
Hesabım gitti 1.000 tl gitti paramı iade istiyorum,1,2024-06-16 14:47:20,2024,6
Cok iyi bir uygulama her şeyi yapabiliyoruz indirin,5,2024-06-16 13:54:43,2024,6
Paycell e girmiyorum bir defa dolandırıldim 3000 bin ödedim hiç yoktan 2 aydır da hiç kullanmıyorum girmiyorum ve 2 aydır faturama ekstra paycell kullanımı adı altında ücret yansıyor taahutum bitiyor çok şükür hiçbir sorunla mağduriyetle ilgilen milyonlar bilgilerim dolandırıcıların eline nasil geçti hiç sorumluluk almadılar,1,2024-06-16 04:50:56,2024,6
"Şifre yenileme maili gelmiyor, maile gelen linkten girince şifre istiyor böyle saçmalık mı olur",1,2024-06-15 23:39:48,2024,6
Ne bilim öylesine,1,2024-06-15 23:12:14,2024,6
Puan paylaş çalışmıyor. Uygulamadan atıyor.,1,2024-06-15 21:50:53,2024,6
Çok iyi,5,2024-06-15 18:30:34,2024,6
Çok mantıksız bir şifre sıfırlama sistemi var şifremi unuttum secenegine basıyorum e postama kod gidiyor ve o koda basıyorum sonra sifremi sıfırlamak icin eski şifremi istiyor eski şifremi bilsem zaten şifre sıfırlamak için ugrasmazdim çok saçma sapan bir sistem hiç memnun değilim,1,2024-06-15 01:27:30,2024,6
ACİLL ACİLLLArkadaşım paysell benim haberim olmadan mobil ödeme yapmiş ve ben ne operatörlerden nede uygulamadan kimseye ulaşamıyorum lütfen hemen iptal edin ve şu lanet paysell uygulamasını kapatın,1,2024-06-14 10:39:56,2024,6
Millet uygulamayı güzelleştirmek için güncelleme getiriyor bunlarda her güncellemede uygulamayı kötüleştiriyor. Eskiden paycell karttan diğer paycell karta rahatça para aktarıp ve başka kişiye rahatça para gönderebiliyoken şimdide başımıza saçma sapan karta aktarılabilir bakiye ile ve kredi kartıyla yükleme yapıldığı için para transferi yapılmamaktadır VS VS o zaman sizi ben niye kullanayım ki millet zaten kredi kartından para transferi yapamadığı için paycelle yüklüyor böyle bi saçmalık olabili,5,2024-06-14 10:24:07,2024,6
Sanal karttaki paramı paycell kartına aktaramıyorum.berbat bir uygulama,1,2024-06-13 21:18:31,2024,6
Paycell puanlarimi paylasamiyorum sürekli çıkış yapıyor nedenini öğrenmek istiyorum,3,2024-06-13 17:19:43,2024,6
Uygulama gayet güzel,5,2024-06-13 16:37:02,2024,6
Güzel,5,2024-06-13 03:14:39,2024,6
Çok güzel😍💓,5,2024-06-12 11:17:11,2024,6
Sakın üye olmayın hesap açmayın. Param içeride kalıyordu zor kurtardım şimdi de her ay üyelik ücreti kesiyor geçen ay müşteri hizmetlerini arayıp iptal ettirdim tamam dediler bu ay yine faturama yansımış üyelik ücreti,1,2024-06-11 02:17:59,2024,6
Kredi kartı ödemeye alanında tam ödemeye çalışırken birden kapanıyor uygulama. Para aktarırken sorun çıkarmıyor da iş fatura ödemeye gelince mi bozuluyor,1,2024-06-10 15:12:46,2024,6
paycell uygulamasini acamyorum 1 telefonunuza gelen bildirimi dokunun diyor ama bildirim gelmiyor salak salak turkcell uygulamsi,5,2024-06-10 11:04:08,2024,6
Paycel para çekmek istedim çekemesim faturaya yansıdı şimdi 90 lirada faiz alarak odeme yapacam 1180 TL fatura 1000 TL hesaptan çıkmıyor nasıl ödeme yapıcam üstünü balen olsun,1,2024-06-10 00:39:56,2024,6
Paycell otomatik ödeme talimatı ver 2 GB haftalık kazan diyordu fakat henüz tanımlanmadı bu nedir böyle,1,2024-06-09 14:05:39,2024,6
Paycell şifremle uygulamaya giriş yapamıyorum son güncellemeden sonra böyle oldu 🤔 bundan sonra karttan fatura ödeme yapmıycam😡 sorun büyük,1,2024-06-09 12:18:42,2024,6
Uygulama iyi ama güncel olsa da galiba android sürümüm eski kart ekleme menüsü yok,5,2024-06-08 19:00:21,2024,6
Güzel bir uygulama,5,2024-06-07 21:07:02,2024,6
Berbat uygulama yetkiliye mesaj atma kısmı yok iade işlemlerundeki parayı geri gondermuyo hiç onermiyorum,1,2024-06-07 20:11:28,2024,6
Güzel uygulama ben daha bir sıkıntı yaşamadım oyunlardan gelen geri iadelere bayılıyorum,5,2024-06-07 16:01:41,2024,6
Bu nekadar da kötü bir uygulama benim 14 tl mi karttan çektiler ama bana puanımı vermediler gereğinin yapılmasını arz ederim,1,2024-06-07 11:23:52,2024,6
Süper,5,2024-06-07 04:29:07,2024,6
Kötü berbat,1,2024-06-06 20:09:13,2024,6
Çok detay yok,1,2024-06-06 19:12:29,2024,6
Paycel kartıniza para atmayin.Paycell kart çıkarmayin sakinz.Sürekli paranizi kesiyor biryerlerden.Heryerden para kesiyor.Paranızi ç*liyolar resmen.İcindeki paralarim kayboluyor resmen.Sakin kullanmayin bile bu uygulamayı.Lütfen,1,2024-06-06 17:59:36,2024,6
Uygulamayı nasıl iptal edebilirim,5,2024-06-06 10:40:48,2024,6
"04.06.2024 tarihide Tarafıma gönderilen bir linkte content board isimli bir uygulamayı satın aldığım söyleniyor ve oparatörüme 179 tl tutarında bir ücret yansıtılmış fakat iki taraftan da (oporatör ve contentboard ) bu işlemle ilgili net bir bilgi ve bu işlemi yaptığıma dair görsel içeren mail alamıyorum, bu işlem bilgim dışında gerçekleşmiştir , bu satın alma işlemini ben yapmadım, ne olduğuna dair bir fikrim dahi yok, ödemeyi reddediyorum ve ücret iadesi istiyorum.",1,2024-06-06 02:51:49,2024,6
Salla kazan ilk 500 puan veriyordu sonra 300 puana düşürdüler ve şimdi de 100 puana düşürmüşler. Hiç vermeyin daha iyi ! Bu uygulama kadar rezil düzenbaz bir uygulama görmedim. Turkcell'in tüm uygulamalari böyle. Kesinlikle destek vermeyin bunlara,1,2024-06-06 00:21:02,2024,6
"E-Cüzdan, ön ödemeli kart vs. gibi kullandığım uygulamalar içerisinde açık ara en kötüsü. Paycell'e para gönderiyorsun 1 saate yakın sürede hesaba geçiyor. 18 yaş altı çocuk için onay mesajını 17. denememde kabul etti. Onay verdiğine dair de cevap gelmedi. Çocuğa aldığım kartı da sisteme tanımlayamıyoruz. Hatalı kart numarası diyor 🤦 Kimlik doğrulama yapacağım, NFC kısmını aşamıyorum. Bir hata oluştu sonra tekrar deneyin diyor başka birşey demiyor. Defalarca denedim. Bu kafayla yürümez",1,2024-06-05 23:27:10,2024,6
Çok kötü bir uygulama kartı kullanamıyorum sizin yüzünüzden sizden şikayetçi olacağım,1,2024-06-05 17:22:42,2024,6
Benden iznim olmadan kesilen 179 TL min geri iyadesini taleb ediyorum Bende kesilen 279 TL i geri iyadesini talep ediyorum,1,2024-06-05 16:19:26,2024,6
Kartım gizukmuyir ve um18.000 TL ye yakın param giti,1,2024-06-05 11:36:10,2024,6
Ya bence çok saçma babamın üstune açtim kartı hala veli beyan diyo 45 yaşındaki adamı 18 yaşından küçük gösteriyor bunu düzeltirseniz sevinirim,5,2024-06-04 21:26:44,2024,6
Profile basınca kod girme vae diyorsunuz yok öyle birşey,1,2024-06-04 15:18:22,2024,6
Para transferi yapamıyorum sistemsel hata diye uyarı verip duruyor,1,2024-06-04 10:49:44,2024,6
Daha iyi bir sistem olabilir di.......,2,2024-06-04 10:00:48,2024,6
Ahha mada fakis,4,2024-06-04 00:23:20,2024,6
Hesabı düzelt,5,2024-06-03 23:36:46,2024,6
Hesabtan atılan para transferi 1 günde geçiyor. Enteresan bir hizzz ....,1,2024-06-02 23:40:12,2024,6
Uygulamada kimlik doğrulama yaparken sürekli atıyor tam son aşamaya geliyorum uzun süre işlem yapmadığınız için otomatik olarak atıyor,1,2024-06-02 19:58:02,2024,6
Sanal kart eklemeye çalışıyorumama sınırlandı diyor her ay deniyorum bir degişen yok,1,2024-06-01 23:33:41,2024,6
"Uzun zaman girmediğim için hesabım dondurulmuş ,buraya kadar hiç bı sorun yok ama e- posta ile gönderilecek olan şifre asla gelmiyor. Bir hafatadır bunla ugraşıyorum. Silip tekrar yükledim, olmadı yine. Yardımcı olun...",1,2024-06-01 21:04:53,2024,6
Sanal kart siliniyo kart ekleyince,3,2024-05-31 15:31:52,2024,5
Cook kötü bir uygulama Allah belasını versin keslikle yüklemeyin,2,2024-05-31 12:05:45,2024,5
Paket yüklemek için kayıt oldum hesabıma para attim ve sanal kart icin doğrulama kodu sim kart değişikliği nedeni ile gondermeyip bilmem şu numarayi arayın diyor alay mı ediyorsunuz lan siz!,1,2024-05-29 11:00:22,2024,5
Sizin bisey duzelticeniz yok durmadan yonlendirme yapiyo en iyisi uygulamayi silmek kendim cozmus oldum sorunu kullanilcak bi uygulama degil artik 👎👎,1,2024-05-29 00:59:25,2024,5
Kesinlikle indirmeyin ve kullanmayın telefonunuzda parmağınız her hangi bir tuşa değse hemen kısa mesajla 300 500 hatta daha fazla ücreti ödemek zorunda kalıyorsunuz ayrıca bu pay cell kumar sitelerinin kullandığı bir program ben şahsen bu pay cell yüzünden Turkcell hattımı vodafona taşımak zorunda kaldım . Tam anlamıyla soygunculuk bu . Benim hesabımdan hiç kullanmadan benden 1000 TL den fazla para tahsil ettiler operatorunuzu arıyorsun onlarda bilgi vermiyor dolayisiyla dolandirilmak istemiyor,1,2024-05-28 19:21:53,2024,5
harika,5,2024-05-28 15:06:01,2024,5
Sorunlu hatali musteri temsilciside sorunu cozemiyor,1,2024-05-28 15:03:43,2024,5
Tiktok uygulamasına para yüklemek için bu uygulamayı tercih etdim gönderdiğim paralar hesaba yüklenmedi bir nevi bu uygulamayı kuran hırsız gibi bişi heralde,1,2024-05-27 23:23:01,2024,5
Güvenlik adımını bir türlü geçemiyorum müşteri temsilcisinede bağlanamıyorum bir faturam gecikmeye düştü ödedim borcum yok hala borçlu görünüyorum findex notumu alt üst etti faturasiza geçtim turkcell yükleme yaptım paket alamıyorum tam bir baş belası afaki komisyonlar hiç bir işe yaramaz,1,2024-05-27 15:44:42,2024,5
Berbat,5,2024-05-27 12:23:01,2024,5
Mobil payel uygulamasına giriş yapılmıyor,5,2024-05-26 14:54:32,2024,5
Merhaba yönetici banka hesabım ile paycell hesabıma para gönderdim açıklama kısmına telefon numarası başına 90 yazmadım yüklenir mi bakiyem lütfen yardımcı olun,5,2024-05-25 18:20:10,2024,5
Bu kadar boş bir uygulama olamaz Turkcell böyle uygulamaları artık kaldırması gerekiyor hiç bir avantaj yok şuan siliyorum,1,2024-05-25 14:39:54,2024,5
Mükemmeldi herkese tavsiye ederim,5,2024-05-25 12:34:34,2024,5
Kendi kendine faturana yansıt üyelik bişeyi almış iptalde edemiyorum hesabıda silemiyorum. Resmi dolandırıcısınız siz,1,2024-05-23 23:04:35,2024,5
Çok berbat bir uygulama hiçbir şey hak etmiyor sakın bu uygulamayı indirmeyin,1,2024-05-23 20:52:00,2024,5
Mükemel🤩,5,2024-05-23 20:40:16,2024,5
aa😃2🙀ccc😻😻👻r💕 cuz,3,2024-05-23 10:40:01,2024,5
"Ya parolamı unuttum diyorum, parolanızı yenilemek için önceki parolanızı girin diyor. KARDEŞİM PAROLAMI BİLSEM NİYE DEĞİŞTİREYİM ŞAKA MISINIZ SİZ YA",1,2024-05-23 00:25:55,2024,5
Paycell karttaki parayı neden banka hesabına atamıyoruz daha önce atabiliyorduk faturaya yansıyordu,1,2024-05-22 15:11:21,2024,5
Anca hakketiginiz puanı veriyorum Allah belanızı versinla sizi şikayet edecem siz görürsünüz la para yükledim param gözükmiyor tam 680 TL boşa gitti,1,2024-05-22 11:10:43,2024,5
Hayatımda bu kadar kötü bir şey görmedim,5,2024-05-21 22:04:17,2024,5
Çok saçma. Şifremi unuttum ve yeni şifre oluşturmak istediğimde eski şifremi sordu..,1,2024-05-21 19:12:44,2024,5
İyi,5,2024-05-21 15:01:45,2024,5
E postamı degiştirdim ve şifremi hatırlamıyorum e postamı nasıl yenileyen bilirim bi yardımcı olurmusunu,5,2024-05-20 18:26:43,2024,5
Banka havalesi ile basitleştirilmiş doğrulamam neden gerçekleşmiyor üstüne üstlük birde havaleden sonraseçenekler arasından basitleştirilmiş doğrulamayı kaldırmışsınız kimlik doğrulama ile gidiyorum 20 dakika selfie çekilecek diye kameraya baktım Allah belanızı versin bir selfie çekemediniz dolandırıcıdan başka birşey olmadığınız gayet net anlaşıldı kimseye tavsiye etmiyorum kesinlikle uzak durulması gereken bir sistem ve şirket.. rezillikcell,1,2024-05-20 16:51:41,2024,5
mükemmel süper,5,2024-05-20 13:56:17,2024,5
Sırf yorum en üste kısımda dursun diye 5 yıldız verdim böyle rezalet bir uygulama yok para alıyor ama göndermiyor rezillik,5,2024-05-20 10:47:30,2024,5
Tüm yorumlara katılıyorum,1,2024-05-19 17:37:54,2024,5
Şuanda herşey güzel umudediyorumki hep iyi gider .,1,2024-05-19 17:32:31,2024,5
Ne rezillik 10 gündür İstanbul kart yüklemesi yapamıyorum. Şuan işlem gerçekleştiremiyoruz uyarısı veriyor ne zaman düzelecek. Türkcell bir altyapısı çalıştigini görsek keşke,1,2024-05-19 11:36:40,2024,5
Güzel,5,2024-05-19 06:28:49,2024,5
Bu uygulama ne işe yarıyor biri bana bunu anlatsin,1,2024-05-18 16:28:43,2024,5
Hiç beğenmedim giriş yaptım telefonu değiştirmek zorunda kaldım artık giriş yapamadım Türkseli aradım sesli yanıt sistemine bağladı böyle sorumsuz bir şey görmedim uygulamayı hiç tavsiye etmiyorum,1,2024-05-18 09:35:41,2024,5
Pubg 60 uc gelirse güzel olur.midasbuy üzerinden daha kolay oluyor.,4,2024-05-17 19:55:31,2024,5
Playstore duzgun calismiyor,4,2024-05-17 00:35:28,2024,5
Igrencsiniz,1,2024-05-16 22:49:53,2024,5
paycell pişmanlıktır sözde Fast işlem ile saniyeler içerisinde para göndermeme rağmen 30 dk dır hesaba geçmeyen para,1,2024-05-16 21:45:03,2024,5
Beş para etmez bir uygulama telefondan da ulaşılamıyor uygulamadan da ulaşılamıyor saçma sapan protokleriniz var sizi gören Microsoft yazılımı zanneder,1,2024-05-16 18:28:33,2024,5
Cok güzel,3,2024-05-16 15:39:38,2024,5
Lütfen benim paramı iade edin ben sizin ne iş yaptığınızı anlayamadım Yoksa haram edeceğiz.,1,2024-05-15 18:34:48,2024,5
Uygulama tam saçmalık fatura düzenli ödemene rağmen faturaya yansıt limitim durduk yere sıfıra indi paycell müşteri hizmetlerini arıyorum dalga geçer gibi cevap veriyorlar yardımcı da olmuyorlar,1,2024-05-15 17:29:39,2024,5
Paramı aldılar hatalı kod girişimde bulunduğum için paramı iade edin ve onaysiz param çekildi,1,2024-05-15 16:32:26,2024,5
İyi bir,5,2024-05-15 09:22:18,2024,5
Paycell çok işe yarıyor Paycell kartı olana öneririm,5,2024-05-15 07:43:29,2024,5
Güvenlik nedeniyle oturum sonlandırdı. Bu ne saçma uygulama.,1,2024-05-13 01:05:23,2024,5
Şu uygulamada emeği geçen herkes hırsız bu ne ya hiç bir halta yaramıyor yok işlem sınırı yok mutabakat yok işlem yapılmıyor takılmış bir para var çektiğim ama bir türlü harcayamiyirum yoksa hemen silerdim,1,2024-05-12 23:58:38,2024,5
Allah aşkına daha mesaj atmayın hiçbir platforma bağlı olmak istemiyorum şu mesajlarınızı kesin Yeter,1,2024-05-12 23:48:13,2024,5
"Tam bir rezillik siniz resmen 3,5 aydır 250 lira parayı orada harcama yapmanız burada harcama yapmanız gerekiyor diye sürekli telefonda bildirimler yapıyorsunuz söylediğiniz her bir şey yapmama rağmen şu anda o parayı hala daha kullanamıyorum ve bunun üzerine 1.500 1.750 olmak üzere toplamda iki sefer para çektim sizin yüzünüze fakat bunun da kararını verecek mertler var rezillik hiçbir ... benzemem",1,2024-05-12 20:59:49,2024,5
Berbat,1,2024-05-12 14:37:28,2024,5
Merhaba 5 yıldız veriyorum one çıksın Herkes görsün Para çekerken veya yollamaya çalışırken günlük nakit çekme limitiniz aştığınız için gerçekleştirilmemektedir Böyle Yanıt ila karşılaşıyorum lütfen yardımcı olur musunuz 1200 lira param var çekemiyorum 2 gündür İyi günler paycell ekipi,5,2024-05-12 14:34:06,2024,5
Paycel iptal etmek istiyorum müşteri temsilcisine baglanamiyorum,1,2024-05-12 12:13:06,2024,5
İsteklerimi düzenliyemiyorum bilgi organize eksikliğim var,4,2024-05-12 11:03:05,2024,5
Fatura ödemeye girince sürekli şifre istiyor güncelleme ile bu hatayı gidermenizi bekliyorum,5,2024-05-12 10:30:49,2024,5
Para transferinde berbat bir uygulama emtia alışları için soyyorlar resmen 250 ₺ mal oldu benim için bittiniz artık,1,2024-05-11 21:36:52,2024,5
Şifremi unuttum. Yeni şifre için aradım sizleri.Gelen maillerde benden şifre istiyorsunuz. Ben şifremi unutmamış olsam sizden neden yeni şif re işteyim ki...,1,2024-05-11 17:56:10,2024,5
Uygulamanın her şeyi ayrı sinir bozucu. Berbat bir bildirim sesi var ben o sesi duymak istemiyorum.,1,2024-05-11 14:45:15,2024,5
Böyle ugulama olmaz olsun,1,2024-05-11 13:31:20,2024,5
Emtia işlemlerinden altın almıştım. Şimdi satmak istiyorum işleminiz gerçekleştirilemiyor diyor. Olamaz böyle birşey,1,2024-05-10 19:38:55,2024,5
ne ödeme yapabiliyorum ne hazır limitimi kullanabiliyorum ne oldu bu paycelle,1,2024-05-10 12:55:47,2024,5
Şok marketlerde sürekli olarak sorun yaşıyoruz.sadece gıda ürünü aldığımız halde hata veriyor,1,2024-05-10 11:49:16,2024,5
İşlem ücretleri çok yüksek,1,2024-05-10 08:10:01,2024,5
Müşteri hizmetleri 0,1,2024-05-09 17:40:22,2024,5
Karta aktarılabilir gereksiz para alan işlem ücretinizi skiyim,1,2024-05-09 17:29:50,2024,5
"Bu kadar kötü bir uygulama hiç görmedim. Tek kelimeyle berbat... Turkcell çalışanları kullanıcıların şikayetlerinden bıkmış, müşteri temsilcisini aradığınızda hiçbir işlem yapamıyor. Bu kadar gereksiz bir uygulama az görülür gerçekten. Turkcell gibi köklü kurumsal bir firmanın ayıbı olarak nitelendirilebilir sadece!",1,2024-05-08 21:44:35,2024,5
Bankada para sıkıştı paramı vermiyorlar 1500 binlira kullanmayın kullandıertmayın öne çıksın diye 5 yıldız verdim.,5,2024-05-08 16:51:34,2024,5
Komisyonlar çok yüksek. Bildiğin resmi dolandırıcı lık kartımda kalan 7.88 tl 10tl altında diye hiç bir türlü idaesini sağlayamacaklarını söylüyor küçük gözüken kişi sayısına milyonlar eder.,1,2024-05-08 15:58:26,2024,5
Çoooook kötü bir uygulama,1,2024-05-08 14:14:00,2024,5
